Participant,Part,Source,File,Condition,Staircase,Score
pp2,part C,STpp2.42,st-gb105,34,1,1.55
pp2,part C,STpp2.42,st-gb105,34,2,1.88
pp2,part C,STpp2.42,st-gb105,34,3,1.52
pp2,part C,STpp2.42,st-gb105,34,4,1.63
pp2,part C,STpp2.45,st-gb135,32,1,1.06
pp2,part C,STpp2.45,st-gb135,32,2,0.88
pp2,part C,STpp2.45,st-gb135,32,3,1.14
pp2,part C,STpp2.45,st-gb135,32,4,1.04
pp2,part C,STpp2.45,st-gb135,31,1,1.60
pp2,part C,STpp2.45,st-gb135,31,2,2.42
pp2,part C,STpp2.45,st-gb135,31,3,2.34
pp2,part C,STpp2.45,st-gb135,31,4,1.99
pp2,part C,STpp2.45,st-gb165,33,1,1.78
pp2,part C,STpp2.45,st-gb165,33,2,1.63
pp2,part C,STpp2.45,st-gb165,33,3,1.29
pp2,part C,STpp2.45,st-gb165,33,4,1.42
pp2,part C,STpp2.45,st-gb105,34,1,1.65
pp2,part C,STpp2.45,st-gb105,34,2,1.78
pp2,part C,STpp2.45,st-gb105,34,3,1.68
pp2,part C,STpp2.45,st-gb105,34,4,1.27
pp2,part C,STpp2.44,st-gb135,31,1,1.88
pp2,part C,STpp2.44,st-gb135,31,2,1.78
pp2,part C,STpp2.44,st-gb135,31,3,1.68
pp2,part C,STpp2.44,st-gb135,31,4,4.19
pp2,part C,STpp2.44,st-gb135,32,1,1.22
pp2,part C,STpp2.44,st-gb135,32,2,1.18
pp2,part C,STpp2.44,st-gb135,32,3,1.52
pp2,part C,STpp2.44,st-gb135,32,4,2.18
pp2,part C,STpp2.44,st-gb165,33,1,2.18
pp2,part C,STpp2.44,st-gb165,33,2,2.06
pp2,part C,STpp2.44,st-gb165,33,3,1.65
pp2,part C,STpp2.44,st-gb165,33,4,2.06
pp2,part C,STpp2.44,st-gb105,34,1,1.45
pp2,part C,STpp2.44,st-gb105,34,2,2.42
pp2,part C,STpp2.44,st-gb105,34,3,2.18
pp2,part C,STpp2.44,st-gb105,34,4,1.95
pp2,part C,STpp2.43,st-gb135,31,1,1.82
pp2,part C,STpp2.43,st-gb135,31,2,1.63
pp2,part C,STpp2.43,st-gb135,31,3,2.06
pp2,part C,STpp2.43,st-gb135,31,4,1.60
pp2,part C,STpp2.43,st-gb135,32,1,0.98
pp2,part C,STpp2.43,st-gb135,32,2,1.10
pp2,part C,STpp2.43,st-gb135,32,3,1.38
pp2,part C,STpp2.43,st-gb135,32,4,1.06
pp2,part C,STpp2.43,st-gb105,34,1,1.68
pp2,part C,STpp2.43,st-gb105,34,2,1.63
pp2,part C,STpp2.43,st-gb105,34,3,1.31
pp2,part C,STpp2.43,st-gb105,34,4,1.60
pp2,part C,STpp2.43,st-gb165,33,1,1.58
pp2,part C,STpp2.43,st-gb165,33,2,1.47
pp2,part C,STpp2.43,st-gb165,33,3,2.18
pp2,part C,STpp2.43,st-gb165,33,4,1.38
pp2,part C,STpp2.32,st-gb135,32,1,1.78
pp2,part C,STpp2.32,st-gb135,32,2,1.04
pp2,part C,STpp2.32,st-gb135,32,3,1.12
pp2,part C,STpp2.32,st-gb135,32,4,1.27
pp2,part C,STpp2.32,st-gb135,31,1,2.71
pp2,part C,STpp2.32,st-gb135,31,2,2.57
pp2,part C,STpp2.32,st-gb135,31,3,3.35
pp2,part C,STpp2.32,st-gb135,31,4,2.97
pp2,part C,STpp2.32,st-gb105,34,1,1.92
pp2,part C,STpp2.32,st-gb105,34,2,2.22
pp2,part C,STpp2.32,st-gb105,34,3,2.42
pp2,part C,STpp2.32,st-gb105,34,4,1.78
pp2,part C,STpp2.32,st-gb165,33,1,2.81
pp2,part C,STpp2.32,st-gb165,33,2,1.92
pp2,part C,STpp2.32,st-gb165,33,3,2.47
pp2,part C,STpp2.32,st-gb165,33,4,2.10
pp2,part C,STpp2.35,st-gb135,31,1,2.26
pp2,part C,STpp2.35,st-gb135,31,2,1.99
pp2,part C,STpp2.35,st-gb135,31,3,1.85
pp2,part C,STpp2.35,st-gb135,31,4,1.75
pp2,part C,STpp2.35,st-gb135,32,1,1.33
pp2,part C,STpp2.35,st-gb135,32,2,1.33
pp2,part C,STpp2.35,st-gb135,32,3,1.47
pp2,part C,STpp2.35,st-gb135,32,4,0.96
pp2,part C,STpp2.35,st-gb105,34,1,2.62
pp2,part C,STpp2.35,st-gb105,34,2,2.22
pp2,part C,STpp2.35,st-gb105,34,3,1.65
pp2,part C,STpp2.35,st-gb105,34,4,1.50
pp2,part C,STpp2.35,st-gb165,33,1,3.03
pp2,part C,STpp2.35,st-gb165,33,2,2.76
pp2,part C,STpp2.35,st-gb165,33,3,1.78
pp2,part C,STpp2.35,st-gb165,33,4,1.60
pp2,part C,STpp2.34,st-gb135,32,1,1.68
pp2,part C,STpp2.34,st-gb135,32,2,1.12
pp2,part C,STpp2.34,st-gb135,32,3,1.63
pp2,part C,STpp2.34,st-gb135,32,4,1.95
pp2,part C,STpp2.34,st-gb135,31,1,3.08
pp2,part C,STpp2.34,st-gb135,31,2,2.22
pp2,part C,STpp2.34,st-gb135,31,3,5.42
pp2,part C,STpp2.34,st-gb135,31,4,5.02
pp2,part C,STpp2.34,st-gb165,33,1,3.98
pp2,part C,STpp2.34,st-gb165,33,2,4.44
pp2,part C,STpp2.34,st-gb165,33,3,3.20
pp2,part C,STpp2.34,st-gb165,33,4,2.47
pp2,part C,STpp2.34,st-gb105,34,1,2.76
pp2,part C,STpp2.34,st-gb105,34,2,1.63
pp2,part C,STpp2.34,st-gb105,34,3,4.69
pp2,part C,STpp2.34,st-gb105,34,4,3.56
pp2,part C,STpp2.33,st-gb135,31,1,3.77
pp2,part C,STpp2.33,st-gb135,31,2,3.26
pp2,part C,STpp2.33,st-gb135,31,3,1.60
pp2,part C,STpp2.33,st-gb135,31,4,2.30
pp2,part C,STpp2.33,st-gb135,32,1,1.24
pp2,part C,STpp2.33,st-gb135,32,2,2.81
pp2,part C,STpp2.33,st-gb135,32,3,1.33
pp2,part C,STpp2.33,st-gb135,32,4,1.20
pp2,part C,STpp2.33,st-gb165,33,1,3.08
pp2,part C,STpp2.33,st-gb165,33,2,2.38
pp2,part C,STpp2.33,st-gb165,33,3,1.99
pp2,part C,STpp2.33,st-gb165,33,4,2.76
pp2,part C,STpp2.33,st-gb105,34,1,1.92
pp2,part C,STpp2.33,st-gb105,34,2,2.38
pp2,part C,STpp2.33,st-gb105,34,3,3.84
pp2,part C,STpp2.33,st-gb105,34,4,3.98
pp2,part C,STpp2.41,st-gb135,31,1,1.08
pp2,part C,STpp2.41,st-gb135,31,2,1.71
pp2,part C,STpp2.41,st-gb135,31,3,1.35
pp2,part C,STpp2.41,st-gb135,31,4,2.10
pp2,part C,STpp2.41,st-gb135,32,1,1.22
pp2,part C,STpp2.41,st-gb135,32,2,1.02
pp2,part C,STpp2.41,st-gb135,32,3,1.20
pp2,part C,STpp2.41,st-gb135,32,4,0.72
pp2,part C,STpp2.41,st-gb165,33,1,1.60
pp2,part C,STpp2.41,st-gb165,33,2,1.71
pp2,part C,STpp2.41,st-gb165,33,3,1.63
pp2,part C,STpp2.41,st-gb165,33,4,1.60
pp2,part C,STpp2.41,st-gb105,34,1,1.82
pp2,part C,STpp2.41,st-gb105,34,2,1.22
pp2,part C,STpp2.41,st-gb105,34,3,1.27
pp2,part C,STpp2.41,st-gb105,34,4,1.20
pp2,part C,STpp2.40,st-gb135,32,1,1.58
pp2,part C,STpp2.40,st-gb135,32,2,1.24
pp2,part C,STpp2.40,st-gb135,32,3,1.22
pp2,part C,STpp2.40,st-gb135,32,4,0.92
pp2,part C,STpp2.40,st-gb135,31,1,2.10
pp2,part C,STpp2.40,st-gb135,31,2,1.40
pp2,part C,STpp2.40,st-gb135,31,3,1.92
pp2,part C,STpp2.40,st-gb135,31,4,2.18
pp2,part C,STpp2.40,st-gb105,34,1,1.33
pp2,part C,STpp2.40,st-gb105,34,2,1.16
pp2,part C,STpp2.40,st-gb105,34,3,1.29
pp2,part C,STpp2.40,st-gb105,34,4,1.31
pp2,part C,STpp2.40,st-gb165,33,1,2.34
pp2,part C,STpp2.40,st-gb165,33,2,1.71
pp2,part C,STpp2.40,st-gb165,33,3,1.47
pp2,part C,STpp2.40,st-gb165,33,4,1.45
pp2,part C,STpp2.38,st-gb135,32,1,1.18
pp2,part C,STpp2.38,st-gb135,32,2,0.68
pp2,part C,STpp2.38,st-gb135,32,3,1.20
pp2,part C,STpp2.38,st-gb135,32,4,1.20
pp2,part C,STpp2.38,st-gb135,31,1,1.68
pp2,part C,STpp2.38,st-gb135,31,2,1.60
pp2,part C,STpp2.38,st-gb135,31,3,2.47
pp2,part C,STpp2.38,st-gb135,31,4,1.58
pp2,part C,STpp2.38,st-gb165,33,1,1.50
pp2,part C,STpp2.38,st-gb165,33,2,2.06
pp2,part C,STpp2.38,st-gb165,33,3,1.85
pp2,part C,STpp2.38,st-gb165,33,4,1.65
pp2,part C,STpp2.38,st-gb105,34,1,1.52
pp2,part C,STpp2.38,st-gb105,34,2,1.33
pp2,part C,STpp2.38,st-gb105,34,3,1.63
pp2,part C,STpp2.38,st-gb105,34,4,1.65
pp2,part C,STpp2.36,st-gb135,32,1,1.16
pp2,part C,STpp2.36,st-gb135,32,2,1.04
pp2,part C,STpp2.36,st-gb135,32,3,1.06
pp2,part C,STpp2.36,st-gb135,32,4,1.33
pp2,part C,STpp2.36,st-gb135,31,1,2.26
pp2,part C,STpp2.36,st-gb135,31,2,1.50
pp2,part C,STpp2.36,st-gb135,31,3,2.02
pp2,part C,STpp2.36,st-gb135,31,4,1.92
pp2,part C,STpp2.36,st-gb105,34,1,2.18
pp2,part C,STpp2.36,st-gb105,34,2,2.02
pp2,part C,STpp2.36,st-gb105,34,3,1.47
pp2,part C,STpp2.36,st-gb105,34,4,1.60
pp2,part C,STpp2.36,st-gb165,33,1,1.10
pp2,part C,STpp2.36,st-gb165,33,2,1.88
pp2,part C,STpp2.36,st-gb165,33,3,1.99
pp2,part C,STpp2.36,st-gb165,33,4,2.06
pp2,part C,STpp2.31,st-gb135,31,1,3.79
pp2,part C,STpp2.31,st-gb135,31,2,5.32
pp2,part C,STpp2.31,st-gb135,31,3,6.27
pp2,part C,STpp2.31,st-gb135,31,4,4.52
pp2,part C,STpp2.31,st-gb135,32,1,2.42
pp2,part C,STpp2.31,st-gb135,32,2,1.65
pp2,part C,STpp2.31,st-gb135,32,3,2.10
pp2,part C,STpp2.31,st-gb135,32,4,1.25
pp2,part C,STpp2.31,st-gb165,33,1,3.42
pp2,part C,STpp2.31,st-gb165,33,2,2.66
pp2,part C,STpp2.31,st-gb165,33,3,4.36
pp2,part C,STpp2.31,st-gb165,33,4,2.71
pp2,part C,STpp2.31,st-gb105,34,1,2.76
pp2,part C,STpp2.31,st-gb105,34,2,3.20
pp2,part C,STpp2.31,st-gb105,34,3,3.32
pp2,part C,STpp2.31,st-gb105,34,4,1.62
pp2,part C,STpp2.37,st-gb135,31,1,2.06
pp2,part C,STpp2.37,st-gb135,31,2,2.06
pp2,part C,STpp2.37,st-gb135,31,3,2.52
pp2,part C,STpp2.37,st-gb135,31,4,3.37
pp2,part C,STpp2.37,st-gb135,32,1,2.38
pp2,part C,STpp2.37,st-gb135,32,2,1.63
pp2,part C,STpp2.37,st-gb135,32,3,1.38
pp2,part C,STpp2.37,st-gb135,32,4,1.38
pp2,part C,STpp2.37,st-gb165,33,1,2.30
pp2,part C,STpp2.37,st-gb165,33,2,1.82
pp2,part C,STpp2.37,st-gb165,33,3,2.57
pp2,part C,STpp2.37,st-gb165,33,4,2.30
pp2,part C,STpp2.37,st-gb105,34,1,2.34
pp2,part C,STpp2.37,st-gb105,34,2,1.60
pp2,part C,STpp2.37,st-gb105,34,3,1.78
pp2,part C,STpp2.37,st-gb105,34,4,1.85
pp2,part C,STpp2.39,st-gb135,31,1,1.42
pp2,part C,STpp2.39,st-gb135,31,2,2.18
pp2,part C,STpp2.39,st-gb135,31,3,1.60
pp2,part C,STpp2.39,st-gb135,31,4,1.85
pp2,part C,STpp2.39,st-gb135,32,1,1.45
pp2,part C,STpp2.39,st-gb135,32,2,0.82
pp2,part C,STpp2.39,st-gb135,32,3,1.22
pp2,part C,STpp2.39,st-gb135,32,4,1.31
pp2,part C,STpp2.39,st-gb105,34,1,1.45
pp2,part C,STpp2.39,st-gb105,34,2,1.52
pp2,part C,STpp2.39,st-gb105,34,3,1.35
pp2,part C,STpp2.39,st-gb105,34,4,1.58
pp2,part C,STpp2.39,st-gb165,33,1,1.95
pp2,part C,STpp2.39,st-gb165,33,2,1.47
pp2,part C,STpp2.39,st-gb165,33,3,1.95
pp2,part C,STpp2.39,st-gb165,33,4,1.71
pp2,part D,STpp2.59,st-gb135,41,1,1.95
pp2,part D,STpp2.59,st-gb135,41,2,1.18
pp2,part D,STpp2.59,st-gb135,41,3,1.71
pp2,part D,STpp2.59,st-gb135,41,4,1.10
pp2,part D,STpp2.59,st-gb135,42,1,0.86
pp2,part D,STpp2.59,st-gb135,42,2,1.04
pp2,part D,STpp2.59,st-gb135,42,3,0.94
pp2,part D,STpp2.59,st-gb135,42,4,1.14
pp2,part D,STpp2.59,st-gb135,41,1,1.24
pp2,part D,STpp2.59,st-gb135,41,2,1.35
pp2,part D,STpp2.59,st-gb135,41,3,1.18
pp2,part D,STpp2.59,st-gb135,41,4,1.52
pp2,part D,STpp2.59,st-gb135,41,1,1.31
pp2,part D,STpp2.59,st-gb135,41,2,0.92
pp2,part D,STpp2.59,st-gb135,41,3,0.88
pp2,part D,STpp2.59,st-gb135,41,4,1.20
pp2,part D,STpp2.50,st-gb135,41,1,2.02
pp2,part D,STpp2.50,st-gb135,41,2,2.06
pp2,part D,STpp2.50,st-gb135,41,3,1.42
pp2,part D,STpp2.50,st-gb135,41,4,1.78
pp2,part D,STpp2.50,st-gb135,41,1,1.45
pp2,part D,STpp2.50,st-gb135,41,2,1.82
pp2,part D,STpp2.50,st-gb135,41,3,1.02
pp2,part D,STpp2.50,st-gb135,41,4,1.20
pp2,part D,STpp2.50,st-gb135,41,1,1.27
pp2,part D,STpp2.50,st-gb135,41,2,1.50
pp2,part D,STpp2.50,st-gb135,41,3,1.63
pp2,part D,STpp2.50,st-gb135,41,4,1.47
pp2,part D,STpp2.50,st-gb135,42,1,1.14
pp2,part D,STpp2.50,st-gb135,42,2,1.92
pp2,part D,STpp2.50,st-gb135,42,3,0.82
pp2,part D,STpp2.50,st-gb135,42,4,1.22
pp2,part D,STpp2.57,st-gb135,41,1,1.75
pp2,part D,STpp2.57,st-gb135,41,2,1.14
pp2,part D,STpp2.57,st-gb135,41,3,0.92
pp2,part D,STpp2.57,st-gb135,41,4,1.16
pp2,part D,STpp2.57,st-gb135,41,1,1.24
pp2,part D,STpp2.57,st-gb135,41,2,1.68
pp2,part D,STpp2.57,st-gb135,41,3,1.14
pp2,part D,STpp2.57,st-gb135,41,4,1.10
pp2,part D,STpp2.57,st-gb135,42,1,1.82
pp2,part D,STpp2.57,st-gb135,42,2,1.29
pp2,part D,STpp2.57,st-gb135,42,3,1.02
pp2,part D,STpp2.57,st-gb135,42,4,0.94
pp2,part D,STpp2.57,st-gb135,41,1,1.68
pp2,part D,STpp2.57,st-gb135,41,2,1.47
pp2,part D,STpp2.57,st-gb135,41,3,1.33
pp2,part D,STpp2.57,st-gb135,41,4,1.16
pp2,part D,STpp2.56,st-gb135,41,1,1.14
pp2,part D,STpp2.56,st-gb135,41,2,1.47
pp2,part D,STpp2.56,st-gb135,41,3,0.94
pp2,part D,STpp2.56,st-gb135,41,4,0.78
pp2,part D,STpp2.56,st-gb135,42,1,1.38
pp2,part D,STpp2.56,st-gb135,42,2,1.29
pp2,part D,STpp2.56,st-gb135,42,3,0.58
pp2,part D,STpp2.56,st-gb135,42,4,0.86
pp2,part D,STpp2.56,st-gb135,41,1,1.38
pp2,part D,STpp2.56,st-gb135,41,2,1.38
pp2,part D,STpp2.56,st-gb135,41,3,1.33
pp2,part D,STpp2.56,st-gb135,41,4,1.42
pp2,part D,STpp2.56,st-gb135,41,1,1.45
pp2,part D,STpp2.56,st-gb135,41,2,1.10
pp2,part D,STpp2.56,st-gb135,41,3,1.29
pp2,part D,STpp2.56,st-gb135,41,4,1.24
pp2,part D,STpp2.51,st-gb135,42,1,0.88
pp2,part D,STpp2.51,st-gb135,42,2,0.72
pp2,part D,STpp2.51,st-gb135,42,3,1.00
pp2,part D,STpp2.51,st-gb135,42,4,1.29
pp2,part D,STpp2.51,st-gb135,41,1,1.82
pp2,part D,STpp2.51,st-gb135,41,2,1.99
pp2,part D,STpp2.51,st-gb135,41,3,1.85
pp2,part D,STpp2.51,st-gb135,41,4,1.55
pp2,part D,STpp2.51,st-gb135,41,1,1.33
pp2,part D,STpp2.51,st-gb135,41,2,1.82
pp2,part D,STpp2.51,st-gb135,41,3,1.63
pp2,part D,STpp2.51,st-gb135,41,4,1.38
pp2,part D,STpp2.51,st-gb135,41,1,1.14
pp2,part D,STpp2.51,st-gb135,41,2,1.31
pp2,part D,STpp2.51,st-gb135,41,3,1.75
pp2,part D,STpp2.51,st-gb135,41,4,1.16
pp2,part D,STpp2.58,st-gb135,41,1,1.18
pp2,part D,STpp2.58,st-gb135,41,2,1.29
pp2,part D,STpp2.58,st-gb135,41,3,1.65
pp2,part D,STpp2.58,st-gb135,41,4,1.55
pp2,part D,STpp2.58,st-gb135,41,1,1.33
pp2,part D,STpp2.58,st-gb135,41,2,1.18
pp2,part D,STpp2.58,st-gb135,41,3,1.06
pp2,part D,STpp2.58,st-gb135,41,4,1.38
pp2,part D,STpp2.58,st-gb135,41,1,1.47
pp2,part D,STpp2.58,st-gb135,41,2,1.02
pp2,part D,STpp2.58,st-gb135,41,3,1.06
pp2,part D,STpp2.58,st-gb135,41,4,1.02
pp2,part D,STpp2.58,st-gb135,42,1,1.65
pp2,part D,STpp2.58,st-gb135,42,2,1.08
pp2,part D,STpp2.58,st-gb135,42,3,1.18
pp2,part D,STpp2.58,st-gb135,42,4,0.98
pp2,part D,STpp2.60,st-gb135,41,1,1.47
pp2,part D,STpp2.60,st-gb135,41,2,1.60
pp2,part D,STpp2.60,st-gb135,41,3,1.40
pp2,part D,STpp2.60,st-gb135,41,4,1.22
pp2,part D,STpp2.60,st-gb135,42,1,1.45
pp2,part D,STpp2.60,st-gb135,42,2,0.76
pp2,part D,STpp2.60,st-gb135,42,3,0.72
pp2,part D,STpp2.60,st-gb135,42,4,1.02
pp2,part D,STpp2.60,st-gb135,41,1,1.42
pp2,part D,STpp2.60,st-gb135,41,2,1.50
pp2,part D,STpp2.60,st-gb135,41,3,1.52
pp2,part D,STpp2.60,st-gb135,41,4,1.55
pp2,part D,STpp2.60,st-gb135,41,1,1.29
pp2,part D,STpp2.60,st-gb135,41,2,1.18
pp2,part D,STpp2.60,st-gb135,41,3,1.12
pp2,part D,STpp2.60,st-gb135,41,4,1.24
pp2,part D,STpp2.46,st-gb135,41,1,3.35
pp2,part D,STpp2.46,st-gb135,41,2,2.06
pp2,part D,STpp2.46,st-gb135,41,3,4.37
pp2,part D,STpp2.46,st-gb135,41,4,2.57
pp2,part D,STpp2.46,st-gb135,41,1,1.51
pp2,part D,STpp2.46,st-gb135,41,2,4.77
pp2,part D,STpp2.46,st-gb135,41,3,2.30
pp2,part D,STpp2.46,st-gb135,41,4,2.76
pp2,part D,STpp2.46,st-gb135,41,1,2.76
pp2,part D,STpp2.46,st-gb135,41,2,2.02
pp2,part D,STpp2.46,st-gb135,41,3,2.81
pp2,part D,STpp2.46,st-gb135,41,4,2.47
pp2,part D,STpp2.46,st-gb135,41,1,1.32
pp2,part D,STpp2.46,st-gb135,41,2,1.78
pp2,part D,STpp2.46,st-gb135,41,3,2.31
pp2,part D,STpp2.46,st-gb135,41,4,1.24
pp2,part D,STpp2.48,st-gb135,41,1,2.38
pp2,part D,STpp2.48,st-gb135,41,2,2.86
pp2,part D,STpp2.48,st-gb135,41,3,2.18
pp2,part D,STpp2.48,st-gb135,41,4,1.40
pp2,part D,STpp2.48,st-gb135,42,1,1.22
pp2,part D,STpp2.48,st-gb135,42,2,1.24
pp2,part D,STpp2.48,st-gb135,42,3,1.02
pp2,part D,STpp2.48,st-gb135,42,4,0.82
pp2,part D,STpp2.48,st-gb135,41,1,2.14
pp2,part D,STpp2.48,st-gb135,41,2,2.34
pp2,part D,STpp2.48,st-gb135,41,3,1.71
pp2,part D,STpp2.48,st-gb135,41,4,1.75
pp2,part D,STpp2.48,st-gb135,41,1,1.60
pp2,part D,STpp2.48,st-gb135,41,2,1.85
pp2,part D,STpp2.48,st-gb135,41,3,1.42
pp2,part D,STpp2.48,st-gb135,41,4,2.06
pp2,part D,STpp2.49,st-gb135,41,1,2.10
pp2,part D,STpp2.49,st-gb135,41,2,2.14
pp2,part D,STpp2.49,st-gb135,41,3,2.26
pp2,part D,STpp2.49,st-gb135,41,4,1.55
pp2,part D,STpp2.49,st-gb135,41,1,1.18
pp2,part D,STpp2.49,st-gb135,41,2,2.06
pp2,part D,STpp2.49,st-gb135,41,3,1.65
pp2,part D,STpp2.49,st-gb135,41,4,1.58
pp2,part D,STpp2.49,st-gb135,42,1,1.24
pp2,part D,STpp2.49,st-gb135,42,2,1.00
pp2,part D,STpp2.49,st-gb135,42,3,1.12
pp2,part D,STpp2.49,st-gb135,42,4,1.12
pp2,part D,STpp2.49,st-gb135,41,1,1.65
pp2,part D,STpp2.49,st-gb135,41,2,1.82
pp2,part D,STpp2.49,st-gb135,41,3,1.99
pp2,part D,STpp2.49,st-gb135,41,4,1.42
pp2,part D,STpp2.47,st-gb135,42,1,1.68
pp2,part D,STpp2.47,st-gb135,42,2,1.04
pp2,part D,STpp2.47,st-gb135,42,3,1.40
pp2,part D,STpp2.47,st-gb135,42,4,1.29
pp2,part D,STpp2.47,st-gb135,41,1,1.99
pp2,part D,STpp2.47,st-gb135,41,2,3.08
pp2,part D,STpp2.47,st-gb135,41,3,1.75
pp2,part D,STpp2.47,st-gb135,41,4,2.22
pp2,part D,STpp2.47,st-gb135,41,1,2.06
pp2,part D,STpp2.47,st-gb135,41,2,2.34
pp2,part D,STpp2.47,st-gb135,41,3,1.95
pp2,part D,STpp2.47,st-gb135,41,4,1.12
pp2,part D,STpp2.47,st-gb135,41,1,1.50
pp2,part D,STpp2.47,st-gb135,41,2,2.10
pp2,part D,STpp2.47,st-gb135,41,3,1.95
pp2,part D,STpp2.47,st-gb135,41,4,1.75
pp2,part D,STpp2.54,st-gb135,41,1,1.65
pp2,part D,STpp2.54,st-gb135,41,2,1.95
pp2,part D,STpp2.54,st-gb135,41,3,1.38
pp2,part D,STpp2.54,st-gb135,41,4,1.58
pp2,part D,STpp2.54,st-gb135,41,1,1.08
pp2,part D,STpp2.54,st-gb135,41,2,1.47
pp2,part D,STpp2.54,st-gb135,41,3,1.47
pp2,part D,STpp2.54,st-gb135,41,4,1.52
pp2,part D,STpp2.54,st-gb135,41,1,1.95
pp2,part D,STpp2.54,st-gb135,41,2,1.31
pp2,part D,STpp2.54,st-gb135,41,3,1.78
pp2,part D,STpp2.54,st-gb135,41,4,1.52
pp2,part D,STpp2.54,st-gb135,42,1,1.85
pp2,part D,STpp2.54,st-gb135,42,2,1.33
pp2,part D,STpp2.54,st-gb135,42,3,0.86
pp2,part D,STpp2.54,st-gb135,42,4,1.27
pp2,part D,STpp2.53,st-gb135,41,1,1.75
pp2,part D,STpp2.53,st-gb135,41,2,1.63
pp2,part D,STpp2.53,st-gb135,41,3,1.58
pp2,part D,STpp2.53,st-gb135,41,4,1.08
pp2,part D,STpp2.53,st-gb135,41,1,1.04
pp2,part D,STpp2.53,st-gb135,41,2,1.40
pp2,part D,STpp2.53,st-gb135,41,3,1.35
pp2,part D,STpp2.53,st-gb135,41,4,1.06
pp2,part D,STpp2.53,st-gb135,42,1,1.33
pp2,part D,STpp2.53,st-gb135,42,2,1.06
pp2,part D,STpp2.53,st-gb135,42,3,0.88
pp2,part D,STpp2.53,st-gb135,42,4,0.98
pp2,part D,STpp2.53,st-gb135,41,1,1.47
pp2,part D,STpp2.53,st-gb135,41,2,1.58
pp2,part D,STpp2.53,st-gb135,41,3,1.27
pp2,part D,STpp2.53,st-gb135,41,4,1.40
pp2,part D,STpp2.52,st-gb135,,1,1.63
pp2,part D,STpp2.52,st-gb135,,2,2.18
pp2,part D,STpp2.52,st-gb135,,3,1.52
pp2,part D,STpp2.52,st-gb135,,4,1.58
pp2,part D,STpp2.52,st-gb135,42,1,1.29
pp2,part D,STpp2.52,st-gb135,42,2,1.04
pp2,part D,STpp2.52,st-gb135,42,3,0.96
pp2,part D,STpp2.52,st-gb135,42,4,1.00
pp2,part D,STpp2.52,st-gb135,41,1,1.85
pp2,part D,STpp2.52,st-gb135,41,2,1.24
pp2,part D,STpp2.52,st-gb135,41,3,1.50
pp2,part D,STpp2.52,st-gb135,41,4,1.14
pp2,part D,STpp2.52,st-gb135,41,1,1.04
pp2,part D,STpp2.52,st-gb135,41,2,1.16
pp2,part D,STpp2.52,st-gb135,41,3,0.96
pp2,part D,STpp2.52,st-gb135,41,4,1.55
pp2,part D,STpp2.55,st-gb135,42,1,1.20
pp2,part D,STpp2.55,st-gb135,42,2,1.02
pp2,part D,STpp2.55,st-gb135,42,3,0.82
pp2,part D,STpp2.55,st-gb135,42,4,1.20
pp2,part D,STpp2.55,st-gb135,41,1,1.95
pp2,part D,STpp2.55,st-gb135,41,2,1.60
pp2,part D,STpp2.55,st-gb135,41,3,1.10
pp2,part D,STpp2.55,st-gb135,41,4,1.60
pp2,part D,STpp2.55,st-gb135,41,1,1.63
pp2,part D,STpp2.55,st-gb135,41,2,1.08
pp2,part D,STpp2.55,st-gb135,41,3,1.47
pp2,part D,STpp2.55,st-gb135,41,4,1.40
pp2,part D,STpp2.55,st-gb135,41,1,1.45
pp2,part D,STpp2.55,st-gb135,41,2,1.08
pp2,part D,STpp2.55,st-gb135,41,3,1.33
pp2,part D,STpp2.55,st-gb135,41,4,1.75
pp5,part A,STpp5.14,st-gb135,11,1,1.88
pp5,part A,STpp5.14,st-gb135,11,2,1.99
pp5,part A,STpp5.14,st-gb135,11,3,2.22
pp5,part A,STpp5.14,st-gb135,11,4,2.22
pp5,part A,STpp5.14,st-gb135,12,1,2.34
pp5,part A,STpp5.14,st-gb135,12,2,2.91
pp5,part A,STpp5.14,st-gb135,12,3,3.08
pp5,part A,STpp5.14,st-gb135,12,4,2.86
pp5,part A,STpp5.14,st-gb165,13,1,2.52
pp5,part A,STpp5.14,st-gb165,13,2,1.78
pp5,part A,STpp5.14,st-gb165,13,3,2.18
pp5,part A,STpp5.14,st-gb165,13,4,2.47
pp5,part A,STpp5.14,st-gb105,14,1,2.34
pp5,part A,STpp5.14,st-gb105,14,2,2.91
pp5,part A,STpp5.14,st-gb105,14,3,3.32
pp5,part A,STpp5.14,st-gb105,14,4,4.05
pp5,part A,STpp5.13,st-gb135,11,1,1.82
pp5,part A,STpp5.13,st-gb135,11,2,1.95
pp5,part A,STpp5.13,st-gb135,11,3,2.38
pp5,part A,STpp5.13,st-gb135,11,4,2.22
pp5,part A,STpp5.13,st-gb135,12,1,2.47
pp5,part A,STpp5.13,st-gb135,12,2,2.18
pp5,part A,STpp5.13,st-gb135,12,3,4.61
pp5,part A,STpp5.13,st-gb135,12,4,2.81
pp5,part A,STpp5.13,st-gb165,13,1,2.57
pp5,part A,STpp5.13,st-gb165,13,2,1.95
pp5,part A,STpp5.13,st-gb165,13,3,1.65
pp5,part A,STpp5.13,st-gb165,13,4,1.95
pp5,part A,STpp5.13,st-gb105,14,1,3.70
pp5,part A,STpp5.13,st-gb105,14,2,2.26
pp5,part A,STpp5.13,st-gb105,14,3,2.62
